genes,mod_types,rmgm_id,reference_pubmed1
PBANKA_1462200,disrupted,1,25011111
PBANKA_1427200,disrupted,1,25011111
PBANKA_1427000,disrupted,1,25011111
PBANKA_0913400,disrupted,1,25011111
PBANKA_1318800,disrupted,1,25011111
PBANKA_1223900,disrupted,1,25011111
PBANKA_1346500,disrupted,1,25011111
PBANKA_1403300,disrupted,1,25011111
PBANKA_0826200,disrupted,1,25011111
PBANKA_1227400,disrupted,1,25011111
PBANKA_0828500,disrupted,1,25011111
PBANKA_0412100,disrupted,1,25011111
PBANKA_1020100,disrupted,1,25011111
PBANKA_0502500,disrupted,1,25011111
PBANKA_1407700,disrupted,1,25011111
PBANKA_1234900,disrupted,1,25011111
PBANKA_0407200,disrupted,1,25011111
PBANKA_0934500,disrupted,1,25011111
PBANKA_1115500,disrupted,1,25011111
PBANKA_1132000,disrupted,1,25011111
PBANKA_1211100,disrupted,1,25011111
PBANKA_0211000,disrupted,1,25011111
PBANKA_0517600,disrupted,1,24893340
PBANKA_1008200,mutated,1,24805991
PY17X_0305700,disrupted,1,24987097
PY17X_0712100,mutated,1,24987097
PY17X_0304500,disrupted,1,25012929
PY17X_0306600,disrupted,1,25012929
PBANKA_1411100,disrupted,1,25032958
PBANKA_1411100,mutated,1,25032958
PBANKA_0931200,mutated,1,25043043
PBANKA_1349800,mutated,1,24379295
PBANKA_0403200,mutated,1,25092912
PBANKA_1126200,disrupted,1,25097910
PY17X_1427200,disrupted,1,25156733
PBANKA_0106200,disrupted,1,25154861
PBANKA_0106200,disrupted,1,25154861
PBANKA_0813000,mutated,1,25166051
PBANKA_0813000,disrupted,1,25166051
PBANKA_0402700,disrupted,1,25185663
PBANKA_1202000,disrupted,1,25185663
PBANKA_1107100,mutated,1,25204226
PBANKA_1225400,disrupted,1,25225164
PBANKA_0603900,disrupted,1,25225164
PBANKA_1205900,disrupted,1,Not published (yet)
PBANKA_1319100,disrupted,1,Not published (yet)
PBANKA_1362500,disrupted,1,Not published (yet)
PBANKA_1404100,disrupted,1,28107409
PBANKA_1032100,disrupted,1,28205319
PBANKA_1110500,disrupted,1,25329441
PBANKA_1412600,disrupted,1,25275500
PBANKA_0506500,disrupted,1,25257508
PBANKA_1141300,disrupted,1,25454081
PBANKA_0902100,disrupted,1,25407681
PBANKA_0902100,disrupted,1,25407681
PBANKA_0808100,disrupted,1,25407681
PBANKA_0720900,disrupted,1,25418785
PBANKA_0403200,mutated,1,25438048
PBANKA_0403200,mutated,1,25438048
PBANKA_1219100,disrupted,1,25185663
PBANKA_1243100,disrupted,1,25565321
PBANKA_1243100,mutated,1,25565321
PBANKA_1243100,mutated,1,25565321
PBANKA_1232400,mutated,1,25565321
PBANKA_1243100,mutated,1,25565321
PBANKA_1232400,mutated,1,25565321
PBANKA_1237800,disrupted,1,26991313
PBANKA_0401200,disrupted,1,26991313
PBANKA_1364800,disrupted,1,26991313
PBANKA_0608300,disrupted,1,26991313
PBANKA_1311700,disrupted,1,26991313
PBANKA_1311700,disrupted,1,26991313
PBANKA_0903500,disrupted,1,26991313
PBANKA_1353300,disrupted,1,26991313
PBANKA_1353300,disrupted,1,26991313
PBANKA_1460700,disrupted,1,23836185
PBANKA_0403200,mutated,1,25658939
PY17X_1339000,disrupted,1,25662767
PBANKA_0314200,disrupted,1,25732065
PBANKA_0410400,disrupted,1,25732065
PBANKA_0829600,disrupted,1,25732065
PBANKA_1362100,disrupted,1,25732065
PBANKA_1445600,disrupted,1,25732065
PY17X_0625700,disrupted,1,25759501
PY17X_0522400,disrupted,1,25759501
PBANKA_1128100,disrupted,1,25786000
PY17X_1421600,disrupted,1,25784701
PBANKA_1450300,disrupted,1,25831536
PBANKA_1450300,disrupted,1,25831536
PBANKA_1450300,disrupted,1,25831536
PBANKA_0204500,mutated,1,25900212
PBANKA_0204500,disrupted,1,25900212
PBANKA_0712900,disrupted,1,25916985
PBANKA_0701000,disrupted,1,25960542
PBANKA_0941300,disrupted,1,25820521
PBANKA_0941300,disrupted,1,25820521
PBANKA_0941300,disrupted,1,25820521
PBANKA_0941300,disrupted,1,25820521
PBANKA_0941300,disrupted,1,25820521
PBANKA_0941300,disrupted,1,25820521
PBANKA_1365500,disrupted,1,25820521
PBANKA_1112400,disrupted,1,26042734
PBANKA_1112400,disrupted,1,26042734
PBANKA_0507400,disrupted,1,26042734
PBANKA_0507400,disrupted,1,26042734
PBANKA_1017900,disrupted,1,26042734
PBANKA_1017900,disrupted,1,26042734
PBANKA_1117700,disrupted,1,26042734
PBANKA_1117700,disrupted,1,26042734
PBANKA_1406700,disrupted,1,26042734
PBANKA_1357700,disrupted,1,26042734
PBANKA_0102100,disrupted,1,26042734
PBANKA_1406700,disrupted,1,26042734
PBANKA_0302300,disrupted,1,26042734
PBANKA_0707100,disrupted,1,26018192
PBANKA_1225400,disrupted,1,26018192
PBANKA_0417200,disrupted,1,26018192
PBANKA_0807200,disrupted,1,26018192
PBANKA_0821100,disrupted,1,26018192
PBANKA_1143800,disrupted,1,26018192
PBANKA_0711400,disrupted,1,26018192
PBANKA_1006400,disrupted,1,26018192
PBANKA_1200700,disrupted,1,26018192
PBANKA_1119200,disrupted,1,26018192
PBANKA_1233200,disrupted,1,26018192
PY17X_0712400,disrupted,1,26118838
PBANKA_1227400,mutated,1,26118994
PBANKA_1227400,mutated,1,26118994
PBANKA_1349000,disrupted,1,26222913
PBANKA_1349200,disrupted,1,26222913
PBANKA_1349100,disrupted,1,26222913
PBANKA_1443800,disrupted,1,26332724
PBANKA_1443800,disrupted,1,26332724
PBANKA_1018100,disrupted,1,Not published (yet)
PBANKA_1334300,mutated,1,26347246
PBANKA_1334300,mutated,1,26347246
PBANKA_1334300,mutated,1,26347246
PBANKA_1334300,mutated,1,26347246
PBANKA_1034300,disrupted,1,26417110
PBANKA_1034300,disrupted,1,26417110
PBANKA_1349800,mutated,1,26271010
PBANKA_0403200,mutated,1,26271010
PY17X_1007700,disrupted,1,26607162
PBANKA_1006300,disrupted,1,26607162
PY17X_1007700,disrupted,1,26607162
PBANKA_0108300,mutated,1,26526684
PBANKA_0108300,disrupted,1,26526684
PBANKA_0108300,mutated,1,26526684
PBANKA_0407600,disrupted,1,26531182
PBANKA_1233200,disrupted,1,26565797
PBANKA_0718100,disrupted,1,26318454
PBANKA_1028300,disrupted,1,26735921
PBANKA_1328000,disrupted,1,26735921
PBANKA_1028300,mutated,1,26735921
PBANKA_1328000,mutated,1,26735921
PBANKA_0107700,disrupted,1,26796412
PBANKA_0918300,disrupted,1,26796412
PBANKA_1304700,disrupted,1,26796412
PBANKA_0208400,disrupted,1,26796412
PBANKA_0208300,disrupted,1,26796412
PBANKA_0303900,disrupted,1,26796412
PBANKA_1422200,disrupted,1,26796412
PBANKA_1136700,disrupted,1,26796412
PBANKA_0817000,disrupted,1,26796412
PBANKA_0209900,disrupted,1,26796412
PBANKA_1402700,disrupted,1,26796412
PBANKA_0815700,disrupted,1,26796412
PBANKA_1302900,disrupted,1,26796412
PBANKA_1231300,disrupted,1,26796412
PBANKA_0939000,disrupted,1,26796412
PBANKA_0927900,disrupted,1,26796412
PBANKA_0410500,disrupted,1,26796412
PBANKA_0820400,disrupted,1,26796412
PBANKA_0309700,disrupted,1,26796412
PBANKA_1021500,disrupted,1,26796412
PBANKA_1311700,disrupted,1,26796412
PBANKA_1422100,disrupted,1,26796412
PBANKA_1018100,disrupted,1,26796412
PBANKA_1016400,disrupted,1,26796412
PBANKA_1017000,disrupted,1,26796412
PBANKA_0706200,disrupted,1,26796412
PBANKA_0602400,disrupted,1,26796412
PBANKA_1434000,disrupted,1,26796412
PBANKA_0112500,disrupted,1,26796412
PBANKA_1218800,disrupted,1,26796412
PBANKA_1434800,disrupted,1,26796412
PBANKA_0806300,disrupted,1,26796412
PBANKA_1438300,disrupted,1,26796412
PBANKA_0910300,disrupted,1,26796412
PBANKA_0614600,disrupted,1,26796412
PBANKA_1115300,disrupted,1,26796412
PBANKA_1438600,disrupted,1,26786069
PY17X_1123700,disrupted,1,26883588
PBANKA_1210300,disrupted,1,26915471
PBANKA_0819800,disrupted,1,26953195
PBANKA_0207000,disrupted,1,23599312
PBANKA_0417200,disrupted,1,27038925
PY17X_1446500,disrupted,1,27028001
PBANKA_1222200,disrupted,1,27053680
PBANKA_1306200,disrupted,1,27071116
PBANKA_1003900,disrupted,1,Not published (yet)
PY17X_0405400,mutated,1,27068454
PY17X_0405400,mutated,1,27129682
PBANKA_0201800,disrupted,1,27151551
PBANKA_0201800,mutated,1,27151551
PBANKA_1003000,disrupted,1,27241521
PBANKA_1400800,disrupted,1,27241521
PBANKA_1400800,disrupted,1,27241521
PBANKA_1003000,disrupted,1,27241521
PBANKA_1101300,disrupted,1,27225796
PBANKA_1409100,mutated,1,27316546
PBANKA_1409100,mutated,1,27316546
PBANKA_1409100,mutated,1,27316546
PBANKA_1409100,mutated,1,27316546
PBANKA_1409100,mutated,1,27316546
PBANKA_1101300,disrupted,1,27225796
PBANKA_1145800,disrupted,1,27225796
PBANKA_1145800,disrupted,1,27225796
PBANKA_1416700,disrupted,1,27324409
PBANKA_0512000,disrupted,1,27303037
PBANKA_0512000,disrupted,1,27303037
PBANKA_0512000,disrupted,1,27303037
PBANKA_0504100,disrupted,1,27353755
PBANKA_0504100,mutated,1,27353755
PBANKA_1414900,disrupted,1,27339728
PBANKA_0512800,disrupted,1,27371728
PBANKA_0300600,disrupted,1,27371728
PBANKA_1449000,disrupted,1,27371728
PY17X_0518000,disrupted,1,27387533
PBANKA_1464100,disrupted,1,27409081
PBANKA_0303900,disrupted,1,27427910
PBANKA_0303900,mutated,1,27427910
PBANKA_0303900,mutated,1,27427910
PBANKA_1110500,disrupted,1,27432939
PBANKA_1008200,mutated,1,27425827
PBANKA_0615200,mutated,1,27425827
PBANKA_1439500,disrupted,1,27520480
PBANKA_0602600,disrupted,1,27520480
PBANKA_1459200,disrupted,1,27520480
PBANKA_0608000,disrupted,1,27520480
PBANKA_1140700,disrupted,1,27520480
PBANKA_0105900,disrupted,1,27520480
PBANKA_0603200,disrupted,1,27516964
PBANKA_1030000,disrupted,1,27516964
PBANKA_1459200,disrupted,1,27600503
PBANKA_0608000,disrupted,1,27600503
PBANKA_0105900,disrupted,1,27600503
PBANKA_0105900,disrupted,1,27600503
PY17X_1024500,disrupted,1,27644319
PY17X_0613900,disrupted,1,27644319
PBANKA_0402600,mutated,1,25185663
PBANKA_0402600,mutated,1,25185663
PBANKA_0402600,mutated,1,25185663
PBANKA_0100100,disrupted,1,28708996
PBANKA_0100200,disrupted,1,Not published (yet)
PBANKA_0100800,disrupted,1,28708996
PBANKA_0100900,disrupted,1,28708996
PBANKA_0101200,disrupted,1,28708996
PBANKA_0101300,disrupted,1,28708996
PBANKA_0101500,disrupted,1,28708996
PBANKA_0101600,disrupted,1,28708996
PBANKA_0102000,disrupted,1,28708996
PBANKA_0102100,disrupted,1,28708996
PBANKA_0102200,disrupted,1,28708996
PBANKA_0102400,disrupted,1,28708996
PBANKA_0102600,disrupted,1,28708996
PBANKA_0102900,disrupted,1,28708996
PBANKA_0103300,disrupted,1,28708996
PBANKA_0104000,disrupted,1,28708996
PBANKA_0104300,disrupted,1,28708996
PBANKA_0104600,disrupted,1,28708996
PBANKA_0104700,disrupted,1,28708996
PBANKA_0104800,disrupted,1,28708996
PBANKA_0104900,disrupted,1,28708996
PBANKA_0105100,disrupted,1,28708996
PBANKA_0105200,disrupted,1,28708996
PBANKA_0105300,disrupted,1,28708996
PBANKA_0105400,disrupted,1,28708996
PBANKA_0105500,disrupted,1,28708996
PBANKA_0105600,disrupted,1,28708996
PBANKA_0105800,disrupted,1,28708996
PBANKA_0105900,disrupted,1,28708996
PBANKA_0106000,disrupted,1,28708996
PBANKA_0106100,disrupted,1,28708996
PBANKA_0106200,disrupted,1,28708996
PBANKA_0106300,disrupted,1,28708996
PBANKA_0106400,disrupted,1,28708996
PBANKA_0106600,disrupted,1,28708996
PBANKA_0106700,disrupted,1,28708996
PBANKA_0106900,disrupted,1,28708996
PBANKA_0107000,disrupted,1,28708996
PBANKA_0107100,disrupted,1,Not published (yet)
PBANKA_0107200,disrupted,1,28708996
PBANKA_0107300,disrupted,1,28708996
PBANKA_0107400,disrupted,1,28708996
PBANKA_0107700,disrupted,1,28708996
PBANKA_0107800,disrupted,1,28708996
PBANKA_0107900,disrupted,1,28708996
PBANKA_0108200,disrupted,1,28708996
PBANKA_0108700,disrupted,1,28708996
PBANKA_0108800,disrupted,1,28708996
PBANKA_0108900,disrupted,1,28708996
PBANKA_0109100,disrupted,1,28708996
PBANKA_0109200,disrupted,1,28708996
PBANKA_0109400,disrupted,1,28708996
PBANKA_0109500,disrupted,1,28708996
PBANKA_0109600,disrupted,1,28708996
PBANKA_0109700,disrupted,1,28708996
PBANKA_0110000,disrupted,1,28708996
PBANKA_0110100,disrupted,1,28708996
PBANKA_0110300,disrupted,1,28708996
PBANKA_0110400,disrupted,1,28708996
PBANKA_0111100,disrupted,1,28708996
PBANKA_0111200,disrupted,1,28708996
PBANKA_0111300,disrupted,1,28708996
PBANKA_0111600,disrupted,1,28708996
PBANKA_0112100,disrupted,1,28708996
PBANKA_0112500,disrupted,1,28708996
PBANKA_0201600,disrupted,1,28708996
PBANKA_0202500,disrupted,1,28708996
PBANKA_0202600,disrupted,1,28708996
PBANKA_0202700,disrupted,1,28708996
PBANKA_0202900,disrupted,1,28708996
PBANKA_0203000,disrupted,1,28708996
PBANKA_0203100,disrupted,1,28708996
PBANKA_0203300,disrupted,1,28708996
PBANKA_0203400,disrupted,1,28708996
PBANKA_0203500,disrupted,1,28708996
PBANKA_0203800,disrupted,1,28708996
PBANKA_0203900,disrupted,1,28708996
PBANKA_0204200,disrupted,1,28708996
PBANKA_0204600,disrupted,1,28708996
PBANKA_0205100,disrupted,1,28708996
PBANKA_0205300,disrupted,1,28708996
PBANKA_0205800,disrupted,1,28708996
PBANKA_0205900,disrupted,1,28708996
PBANKA_0206100,disrupted,1,28708996
PBANKA_0206200,disrupted,1,28708996
PBANKA_0206300,disrupted,1,28708996
PBANKA_0206400,disrupted,1,28708996
PBANKA_0206500,disrupted,1,28708996
PBANKA_0206600,disrupted,1,28708996
PBANKA_0206700,disrupted,1,28708996
PBANKA_0206800,disrupted,1,28708996
PBANKA_0207000,disrupted,1,28708996
PBANKA_0207100,disrupted,1,28708996
PBANKA_0207200,disrupted,1,28708996
PBANKA_0207300,disrupted,1,28708996
PBANKA_0207500,disrupted,1,28708996
PBANKA_0207600,disrupted,1,28708996
PBANKA_0207800,disrupted,1,28708996
PBANKA_0207900,disrupted,1,28708996
PBANKA_0208100,disrupted,1,28708996
PBANKA_0208300,disrupted,1,28708996
PBANKA_0208400,disrupted,1,28708996
PBANKA_0208500,disrupted,1,28708996
PBANKA_0208900,disrupted,1,28708996
PBANKA_0209000,disrupted,1,28708996
PBANKA_0209200,disrupted,1,28708996
PBANKA_0209600,disrupted,1,28708996
PBANKA_0209700,disrupted,1,28708996
PBANKA_0209900,disrupted,1,28708996
PBANKA_0210100,disrupted,1,28708996
PBANKA_0210200,disrupted,1,28708996
PBANKA_0210400,disrupted,1,28708996
PBANKA_0210600,disrupted,1,28708996
PBANKA_0210700,disrupted,1,28708996
PBANKA_0211100,disrupted,1,28708996
PBANKA_0211200,disrupted,1,28708996
PBANKA_0211300,disrupted,1,28708996
PBANKA_0211400,disrupted,1,28708996
PBANKA_0211500,disrupted,1,28708996
PBANKA_0211600,disrupted,1,28708996
PBANKA_0211800,disrupted,1,28708996
PBANKA_0211900,disrupted,1,28708996
PBANKA_0212000,disrupted,1,28708996
PBANKA_0212200,disrupted,1,28708996
PBANKA_0212300,disrupted,1,28708996
PBANKA_0212400,disrupted,1,28708996
PBANKA_0212900,disrupted,1,28708996
PBANKA_0213300,disrupted,1,28708996
PBANKA_0213500,disrupted,1,28708996
PBANKA_0213600,disrupted,1,28708996
PBANKA_0213900,disrupted,1,28708996
PBANKA_0214200,disrupted,1,28708996
PBANKA_0214400,disrupted,1,28708996
PBANKA_0214500,disrupted,1,28708996
PBANKA_0214600,disrupted,1,28708996
PBANKA_0300600,disrupted,1,28708996
PBANKA_0300700,disrupted,1,28708996
PBANKA_0300800,disrupted,1,28708996
PBANKA_0301000,disrupted,1,28708996
PBANKA_0301100,disrupted,1,28708996
PBANKA_0301400,disrupted,1,28708996
PBANKA_0301500,disrupted,1,28708996
PBANKA_0301600,disrupted,1,Not published (yet)
PBANKA_0301700,disrupted,1,28708996
PBANKA_0301800,disrupted,1,28708996
PBANKA_0302000,disrupted,1,28708996
PBANKA_0302100,disrupted,1,28708996
PBANKA_0302300,disrupted,1,28708996
PBANKA_0302400,disrupted,1,28708996
PBANKA_0302600,disrupted,1,28708996
PBANKA_0302700,disrupted,1,28708996
PBANKA_0303600,disrupted,1,28708996
PBANKA_0303700,disrupted,1,28708996
PBANKA_0303800,disrupted,1,28708996
PBANKA_0304200,disrupted,1,28708996
PBANKA_0304300,disrupted,1,28708996
PBANKA_0304500,disrupted,1,28708996
PBANKA_0304600,disrupted,1,28708996
PBANKA_0304700,disrupted,1,28708996
PBANKA_0304800,disrupted,1,28708996
PBANKA_0305000,disrupted,1,28708996
PBANKA_0305100,disrupted,1,28708996
PBANKA_0305300,disrupted,1,28708996
PBANKA_0305400,disrupted,1,28708996
PBANKA_0305600,disrupted,1,28708996
PBANKA_0305700,disrupted,1,28708996
PBANKA_0305800,disrupted,1,28708996
PBANKA_0306000,disrupted,1,28708996
PBANKA_0306100,disrupted,1,28708996
PBANKA_0306500,disrupted,1,28708996
PBANKA_0306600,disrupted,1,28708996
PBANKA_0306700,disrupted,1,28708996
PBANKA_0306800,disrupted,1,28708996
PBANKA_0306900,disrupted,1,28708996
PBANKA_0307700,disrupted,1,28708996
PBANKA_0307800,disrupted,1,28708996
PBANKA_0308100,disrupted,1,28708996
PBANKA_0308200,disrupted,1,28708996
PBANKA_0308400,disrupted,1,28708996
PBANKA_0308500,disrupted,1,28708996
PBANKA_0308600,disrupted,1,28708996
PBANKA_0308900,disrupted,1,28708996
PBANKA_0309400,disrupted,1,28708996
PBANKA_0309500,disrupted,1,28708996
PBANKA_0309600,disrupted,1,28708996
PBANKA_0309700,disrupted,1,28708996
PBANKA_0309800,disrupted,1,28708996
PBANKA_0310000,disrupted,1,28708996
PBANKA_0310300,disrupted,1,28708996
PBANKA_0310500,disrupted,1,28708996
PBANKA_0311100,disrupted,1,28708996
PBANKA_0311200,disrupted,1,28708996
PBANKA_0311300,disrupted,1,28708996
PBANKA_0311400,disrupted,1,28708996
PBANKA_0311600,disrupted,1,28708996
PBANKA_0311800,disrupted,1,28708996
PBANKA_0311900,disrupted,1,28708996
PBANKA_0312000,disrupted,1,28708996
PBANKA_0312100,disrupted,1,28708996
PBANKA_0312200,disrupted,1,28708996
PBANKA_0312300,disrupted,1,28708996
PBANKA_0312400,disrupted,1,28708996
PBANKA_0312500,disrupted,1,28708996
PBANKA_0312600,disrupted,1,28708996
PBANKA_0312700,disrupted,1,28708996
PBANKA_0313000,disrupted,1,28708996
PBANKA_0313100,disrupted,1,28708996
PBANKA_0313200,disrupted,1,28708996
PBANKA_0313300,disrupted,1,28708996
PBANKA_0313400,disrupted,1,28708996
PBANKA_0313800,disrupted,1,28708996
PBANKA_0314100,disrupted,1,28708996
PBANKA_0314200,disrupted,1,28708996
PBANKA_0314700,disrupted,1,28708996
PBANKA_0314800,disrupted,1,28708996
PBANKA_0314900,disrupted,1,28708996
PBANKA_0315000,disrupted,1,28708996
PBANKA_0315200,disrupted,1,28708996
PBANKA_0315400,disrupted,1,28708996
PBANKA_0315600,disrupted,1,28708996
PBANKA_0315800,disrupted,1,28708996
PBANKA_0315900,disrupted,1,28708996
PBANKA_0316000,disrupted,1,28708996
PBANKA_0316600,disrupted,1,28708996
PBANKA_0316800,disrupted,1,28708996
PBANKA_0400500,disrupted,1,28708996
PBANKA_0400600,disrupted,1,28708996
PBANKA_0400900,disrupted,1,28708996
PBANKA_0401100,disrupted,1,28708996
PBANKA_0401200,disrupted,1,28708996
PBANKA_0401500,disrupted,1,28708996
PBANKA_0401600,disrupted,1,28708996
PBANKA_0401700,disrupted,1,28708996
PBANKA_0401800,disrupted,1,28708996
PBANKA_0401900,disrupted,1,28708996
PBANKA_0402100,disrupted,1,28708996
PBANKA_0402200,disrupted,1,28708996
PBANKA_0402300,disrupted,1,28708996
PBANKA_0402400,disrupted,1,28708996
PBANKA_0402800,disrupted,1,28708996
PBANKA_0402900,disrupted,1,28708996
PBANKA_0403400,disrupted,1,28708996
PBANKA_0403600,disrupted,1,28708996
PBANKA_0403700,disrupted,1,28708996
PBANKA_0403900,disrupted,1,28708996
PBANKA_0404100,disrupted,1,28708996
PBANKA_0404200,disrupted,1,28708996
PBANKA_0404300,disrupted,1,28708996
PBANKA_0404400,disrupted,1,28708996
PBANKA_0404600,disrupted,1,28708996
PBANKA_0404700,disrupted,1,28708996
PBANKA_0404800,disrupted,1,28708996
PBANKA_0404900,disrupted,1,28708996
PBANKA_0405000,disrupted,1,28708996
PBANKA_0405100,disrupted,1,28708996
PBANKA_0405200,disrupted,1,28708996
PBANKA_0405300,disrupted,1,28708996
PBANKA_0405400,disrupted,1,28708996
PBANKA_0405600,disrupted,1,28708996
PBANKA_0405900,disrupted,1,28708996
PBANKA_0406000,disrupted,1,28708996
PBANKA_0406400,disrupted,1,28708996
PBANKA_0406500,disrupted,1,28708996
PBANKA_0406700,disrupted,1,28708996
PBANKA_0406800,disrupted,1,28708996
PBANKA_0406900,disrupted,1,28708996
PBANKA_0407100,disrupted,1,28708996
PBANKA_0407200,disrupted,1,28708996
PBANKA_0407300,disrupted,1,28708996
PBANKA_0407400,disrupted,1,28708996
PBANKA_0407500,disrupted,1,28708996
PBANKA_0407600,disrupted,1,28708996
PBANKA_0407700,disrupted,1,28708996
PBANKA_0407800,disrupted,1,28708996
PBANKA_0407900,disrupted,1,28708996
PBANKA_0408100,disrupted,1,28708996
PBANKA_0408200,disrupted,1,28708996
PBANKA_0408300,disrupted,1,28708996
PBANKA_0408400,disrupted,1,28708996
PBANKA_0408600,disrupted,1,28708996
PBANKA_0409200,disrupted,1,28708996
PBANKA_0409300,disrupted,1,28708996
PBANKA_0409400,disrupted,1,28708996
PBANKA_0409500,disrupted,1,28708996
PBANKA_0409600,disrupted,1,28708996
PBANKA_0409800,disrupted,1,28708996
PBANKA_0410000,disrupted,1,28708996
PBANKA_0410100,disrupted,1,28708996
PBANKA_0410300,disrupted,1,28708996
PBANKA_0410400,disrupted,1,28708996
PBANKA_0410500,disrupted,1,28708996
PBANKA_0410650,disrupted,1,28708996
PBANKA_0410800,disrupted,1,28708996
PBANKA_0411400,disrupted,1,28708996
PBANKA_0411600,disrupted,1,28708996
PBANKA_0411700,disrupted,1,28708996
PBANKA_0411900,disrupted,1,28708996
PBANKA_0412400,disrupted,1,28708996
PBANKA_0413000,disrupted,1,28708996
PBANKA_0413200,disrupted,1,28708996
PBANKA_0413300,disrupted,1,28708996
PBANKA_0413400,disrupted,1,28708996
PBANKA_0413500,disrupted,1,28708996
PBANKA_0413600,disrupted,1,28708996
PBANKA_0413800,disrupted,1,28708996
PBANKA_0413900,disrupted,1,28708996
PBANKA_0414200,disrupted,1,28708996
PBANKA_0414300,disrupted,1,28708996
PBANKA_0414500,disrupted,1,28708996
PBANKA_0414700,disrupted,1,28708996
PBANKA_0414900,disrupted,1,28708996
PBANKA_0415300,disrupted,1,28708996
PBANKA_0415700,disrupted,1,28708996
PBANKA_0415900,disrupted,1,28708996
PBANKA_0416000,disrupted,1,28708996
PBANKA_0416200,disrupted,1,28708996
PBANKA_0416300,disrupted,1,28708996
PBANKA_0416400,disrupted,1,28708996
PBANKA_0416800,disrupted,1,28708996
PBANKA_0416900,disrupted,1,28708996
PBANKA_0417100,disrupted,1,28708996
PBANKA_0417300,disrupted,1,28708996
PBANKA_0417400,disrupted,1,28708996
PBANKA_0417500,disrupted,1,28708996
PBANKA_0417700,disrupted,1,28708996
PBANKA_0417800,disrupted,1,28708996
PBANKA_0417900,disrupted,1,28708996
PBANKA_0418000,disrupted,1,28708996
PBANKA_0418100,disrupted,1,28708996
PBANKA_0418200,disrupted,1,28708996
PBANKA_0418300,disrupted,1,28708996
PBANKA_0418500,disrupted,1,28708996
PBANKA_0501000,disrupted,1,28708996
PBANKA_0501200,disrupted,1,28708996
PBANKA_0501700,disrupted,1,28708996
PBANKA_0501800,disrupted,1,28708996
PBANKA_0502000,disrupted,1,28708996
PBANKA_0502200,disrupted,1,28708996
PBANKA_0502300,disrupted,1,28708996
PBANKA_0502500,disrupted,1,28708996
PBANKA_0502600,disrupted,1,28708996
PBANKA_0502650,disrupted,1,28708996
PBANKA_0502700,disrupted,1,28708996
PBANKA_0502800,disrupted,1,28708996
PBANKA_0503100,disrupted,1,28708996
PBANKA_0503200,disrupted,1,28708996
PBANKA_0503300,disrupted,1,28708996
PBANKA_0503500,disrupted,1,28708996
PBANKA_0503600,disrupted,1,28708996
PBANKA_0503700,disrupted,1,28708996
PBANKA_0503800,disrupted,1,28708996
PBANKA_0504000,disrupted,1,28708996
PBANKA_0504100,disrupted,1,28708996
PBANKA_0504400,disrupted,1,28708996
PBANKA_0505000,disrupted,1,28708996
PBANKA_0505200,disrupted,1,28708996
PBANKA_0505300,disrupted,1,28708996
PBANKA_0505400,disrupted,1,28708996
PBANKA_0505700,disrupted,1,28708996
PBANKA_0505900,disrupted,1,28708996
PBANKA_0506100,disrupted,1,28708996
PBANKA_0506300,disrupted,1,28708996
PBANKA_0506500,disrupted,1,28708996
PBANKA_0506900,disrupted,1,28708996
PBANKA_0507000,disrupted,1,28708996
PBANKA_0507100,disrupted,1,28708996
PBANKA_0507200,disrupted,1,28708996
PBANKA_0507300,disrupted,1,28708996
PBANKA_0507400,disrupted,1,28708996
PBANKA_0507800,disrupted,1,28708996
PBANKA_0507900,disrupted,1,28708996
PBANKA_0508100,disrupted,1,28708996
PBANKA_0508300,disrupted,1,28708996
PBANKA_0508400,disrupted,1,28708996
PBANKA_0509300,disrupted,1,28708996
PBANKA_0509500,disrupted,1,28708996
PBANKA_0509700,disrupted,1,28708996
PBANKA_0510400,disrupted,1,28708996
PBANKA_0510500,disrupted,1,28708996
PBANKA_0510600,disrupted,1,28708996
PBANKA_0510800,disrupted,1,28708996
PBANKA_0510900,disrupted,1,28708996
PBANKA_0511000,disrupted,1,28708996
PBANKA_0511200,disrupted,1,28708996
PBANKA_0511300,disrupted,1,28708996
PBANKA_0511400,disrupted,1,28708996
PBANKA_0511500,disrupted,1,28708996
PBANKA_0512100,disrupted,1,28708996
PBANKA_0512200,disrupted,1,28708996
PBANKA_0512300,disrupted,1,28708996
PBANKA_0512600,disrupted,1,28708996
PBANKA_0512700,disrupted,1,28708996
PBANKA_0512900,disrupted,1,28708996
PBANKA_0513000,disrupted,1,28708996
PBANKA_0513500,disrupted,1,28708996
PBANKA_0513600,disrupted,1,28708996
PBANKA_0513900,disrupted,1,28708996
PBANKA_0514000,disrupted,1,28708996
PBANKA_0514100,disrupted,1,28708996
PBANKA_0514200,disrupted,1,28708996
PBANKA_0514400,disrupted,1,28708996
PBANKA_0514500,disrupted,1,28708996
PBANKA_0514900,disrupted,1,28708996
PBANKA_0515000,disrupted,1,28708996
PBANKA_0515100,disrupted,1,28708996
PBANKA_0515200,disrupted,1,28708996
PBANKA_0515300,disrupted,1,28708996
PBANKA_0515350,disrupted,1,28708996
PBANKA_0515600,disrupted,1,28708996
PBANKA_0516100,disrupted,1,28708996
PBANKA_0516300,disrupted,1,28708996
PBANKA_0516600,disrupted,1,28708996
PBANKA_0516700,disrupted,1,28708996
PBANKA_0516800,disrupted,1,28708996
