genes,mod_types,rmgm_id,reference_pubmed1
PBANKA_0516900,disrupted,1,28708996
PBANKA_0517000,disrupted,1,28708996
PBANKA_0517100,disrupted,1,28708996
PBANKA_0517200,disrupted,1,28708996
PBANKA_0517500,disrupted,1,28708996
PBANKA_0517600,disrupted,1,28708996
PBANKA_0517700,disrupted,1,28708996
PBANKA_0517800,disrupted,1,28708996
PBANKA_0518100,disrupted,1,28708996
PBANKA_0518200,disrupted,1,28708996
PBANKA_0518300,disrupted,1,28708996
PBANKA_0518500,disrupted,1,28708996
PBANKA_0518800,disrupted,1,28708996
PBANKA_0519000,disrupted,1,28708996
PBANKA_0519700,disrupted,1,28708996
PBANKA_0519800,disrupted,1,28708996
PBANKA_0519900,disrupted,1,28708996
PBANKA_0520000,disrupted,1,28708996
PBANKA_0520100,disrupted,1,28708996
PBANKA_0520200,disrupted,1,28708996
PBANKA_0520400,disrupted,1,28708996
PBANKA_0520500,disrupted,1,28708996
PBANKA_0520900,disrupted,1,28708996
PBANKA_0521000,disrupted,1,28708996
PBANKA_0521400,disrupted,1,28708996
PBANKA_0521700,disrupted,1,28708996
PBANKA_0521800,disrupted,1,28708996
PBANKA_0522000,disrupted,1,28708996
PBANKA_0522100,disrupted,1,28708996
PBANKA_0522300,disrupted,1,28708996
PBANKA_0522900,disrupted,1,28708996
PBANKA_0523100,disrupted,1,28708996
PBANKA_0523200,disrupted,1,28708996
PBANKA_0524300,disrupted,1,28708996
PBANKA_0524800,disrupted,1,28708996
PBANKA_0600800,disrupted,1,28708996
PBANKA_0600900,disrupted,1,28708996
PBANKA_0601000,disrupted,1,28708996
PBANKA_0601100,disrupted,1,28708996
PBANKA_0601200,disrupted,1,28708996
PBANKA_0601500,disrupted,1,28708996
PBANKA_0601700,disrupted,1,28708996
PBANKA_0602000,disrupted,1,28708996
PBANKA_0602400,disrupted,1,28708996
PBANKA_0602700,disrupted,1,28708996
PBANKA_0602800,disrupted,1,28708996
PBANKA_0603000,disrupted,1,28708996
PBANKA_0603400,disrupted,1,28708996
PBANKA_0603500,disrupted,1,28708996
PBANKA_0603800,disrupted,1,28708996
PBANKA_0603900,disrupted,1,28708996
PBANKA_0604300,disrupted,1,28708996
PBANKA_0604400,disrupted,1,28708996
PBANKA_0604700,disrupted,1,28708996
PBANKA_0604800,disrupted,1,28708996
PBANKA_0605100,disrupted,1,28708996
PBANKA_0605200,disrupted,1,28708996
PBANKA_0605300,disrupted,1,28708996
PBANKA_0605400,disrupted,1,28708996
PBANKA_0605700,disrupted,1,28708996
PBANKA_0606000,disrupted,1,28708996
PBANKA_0606100,disrupted,1,28708996
PBANKA_0606200,disrupted,1,28708996
PBANKA_0606600,disrupted,1,28708996
PBANKA_0606800,disrupted,1,28708996
PBANKA_0606900,disrupted,1,28708996
PBANKA_0607100,disrupted,1,28708996
PBANKA_0607700,disrupted,1,28708996
PBANKA_0607800,disrupted,1,28708996
PBANKA_0608000,disrupted,1,28708996
PBANKA_0608400,disrupted,1,28708996
PBANKA_0608600,disrupted,1,28708996
PBANKA_0608700,disrupted,1,28708996
PBANKA_0608800,disrupted,1,28708996
PBANKA_0608900,disrupted,1,28708996
PBANKA_0609100,disrupted,1,28708996
PBANKA_0609200,disrupted,1,28708996
PBANKA_0609300,disrupted,1,28708996
PBANKA_0609700,disrupted,1,28708996
PBANKA_0610000,disrupted,1,28708996
PBANKA_0610100,disrupted,1,28708996
PBANKA_0610300,disrupted,1,28708996
PBANKA_0610400,disrupted,1,28708996
PBANKA_0610600,disrupted,1,28708996
PBANKA_0611000,disrupted,1,28708996
PBANKA_0611100,disrupted,1,28708996
PBANKA_0611400,disrupted,1,28708996
PBANKA_0611500,disrupted,1,28708996
PBANKA_0611600,disrupted,1,28708996
PBANKA_0611800,disrupted,1,28708996
PBANKA_0611900,disrupted,1,28708996
PBANKA_0612300,disrupted,1,28708996
PBANKA_0612400,disrupted,1,28708996
PBANKA_0612600,disrupted,1,28708996
PBANKA_0613000,disrupted,1,28708996
PBANKA_0613100,disrupted,1,28708996
PBANKA_0613400,disrupted,1,28708996
PBANKA_0613500,disrupted,1,28708996
PBANKA_0613600,disrupted,1,28708996
PBANKA_0613800,disrupted,1,28708996
PBANKA_0613900,disrupted,1,28708996
PBANKA_0614000,disrupted,1,28708996
PBANKA_0614100,disrupted,1,28708996
PBANKA_0614300,disrupted,1,28708996
PBANKA_0614400,disrupted,1,28708996
PBANKA_0614500,disrupted,1,28708996
PBANKA_0614600,disrupted,1,28708996
PBANKA_0614900,disrupted,1,28708996
PBANKA_0615000,disrupted,1,28708996
PBANKA_0615100,disrupted,1,28708996
PBANKA_0615200,disrupted,1,28708996
PBANKA_0615300,disrupted,1,28708996
PBANKA_0615400,disrupted,1,28708996
PBANKA_0615600,disrupted,1,28708996
PBANKA_0615700,disrupted,1,28708996
PBANKA_0615800,disrupted,1,28708996
PBANKA_0615900,disrupted,1,28708996
PBANKA_0616000,disrupted,1,28708996
PBANKA_0616100,disrupted,1,28708996
PBANKA_0616400,disrupted,1,28708996
PBANKA_0616500,disrupted,1,28708996
PBANKA_0616700,disrupted,1,28708996
PBANKA_0616800,disrupted,1,28708996
PBANKA_0617300,disrupted,1,28708996
PBANKA_0617500,disrupted,1,28708996
PBANKA_0618400,disrupted,1,28708996
PBANKA_0618600,disrupted,1,28708996
PBANKA_0618700,disrupted,1,28708996
PBANKA_0618800,disrupted,1,28708996
PBANKA_0619200,disrupted,1,28708996
PBANKA_0619300,disrupted,1,28708996
PBANKA_0619600,disrupted,1,28708996
PBANKA_0619700,disrupted,1,28708996
PBANKA_0620200,disrupted,1,28708996
PBANKA_0620300,disrupted,1,28708996
PBANKA_0620500,disrupted,1,28708996
PBANKA_0621100,disrupted,1,28708996
PBANKA_0621400,disrupted,1,28708996
PBANKA_0621800,disrupted,1,28708996
PBANKA_0622000,disrupted,1,28708996
PBANKA_0622400,disrupted,1,28708996
PBANKA_0622500,disrupted,1,28708996
PBANKA_0622700,disrupted,1,28708996
PBANKA_0622800,disrupted,1,28708996
PBANKA_0623100,disrupted,1,28708996
PBANKA_0623200,disrupted,1,28708996
PBANKA_0700700,disrupted,1,28708996
PBANKA_0701000,disrupted,1,28708996
PBANKA_0701200,disrupted,1,28708996
PBANKA_0701300,disrupted,1,28708996
PBANKA_0701500,disrupted,1,28708996
PBANKA_0701600,disrupted,1,28708996
PBANKA_0702000,disrupted,1,28708996
PBANKA_0702100,disrupted,1,28708996
PBANKA_0702200,disrupted,1,28708996
PBANKA_0702300,disrupted,1,28708996
PBANKA_0702500,disrupted,1,28708996
PBANKA_0702600,disrupted,1,28708996
PBANKA_0702700,disrupted,1,28708996
PBANKA_0702800,disrupted,1,28708996
PBANKA_0702900,disrupted,1,28708996
PBANKA_0703100,disrupted,1,28708996
PBANKA_0703200,disrupted,1,28708996
PBANKA_0703300,disrupted,1,28708996
PBANKA_0703500,disrupted,1,28708996
PBANKA_0703700,disrupted,1,28708996
PBANKA_0704100,disrupted,1,28708996
PBANKA_0704400,disrupted,1,28708996
PBANKA_0704500,disrupted,1,28708996
PBANKA_0704600,disrupted,1,28708996
PBANKA_0704700,disrupted,1,28708996
PBANKA_0704900,disrupted,1,28708996
PBANKA_0705100,disrupted,1,28708996
PBANKA_0705500,disrupted,1,28708996
PBANKA_0705600,disrupted,1,28708996
PBANKA_0705700,disrupted,1,28708996
PBANKA_0705900,disrupted,1,28708996
PBANKA_0706000,disrupted,1,28708996
PBANKA_0706100,disrupted,1,28708996
PBANKA_0706200,disrupted,1,28708996
PBANKA_0706300,disrupted,1,28708996
PBANKA_0706400,disrupted,1,28708996
PBANKA_0706500,disrupted,1,28708996
PBANKA_0706600,disrupted,1,28708996
PBANKA_0706800,disrupted,1,28708996
PBANKA_0706900,disrupted,1,28708996
PBANKA_0707000,disrupted,1,28708996
PBANKA_0707100,disrupted,1,28708996
PBANKA_0707300,disrupted,1,28708996
PBANKA_0707400,disrupted,1,28708996
PBANKA_0708000,disrupted,1,28708996
PBANKA_0708100,disrupted,1,28708996
PBANKA_0708200,disrupted,1,28708996
PBANKA_0708400,disrupted,1,28708996
PBANKA_0708500,disrupted,1,28708996
PBANKA_0709000,disrupted,1,28708996
PBANKA_0709100,disrupted,1,28708996
PBANKA_0709400,disrupted,1,28708996
PBANKA_0709500,disrupted,1,28708996
PBANKA_0709900,disrupted,1,28708996
PBANKA_0710100,disrupted,1,28708996
PBANKA_0710200,disrupted,1,28708996
PBANKA_0710500,disrupted,1,28708996
PBANKA_0710700,disrupted,1,28708996
PBANKA_0710800,disrupted,1,28708996
PBANKA_0711000,disrupted,1,28708996
PBANKA_0711200,disrupted,1,28708996
PBANKA_0711300,disrupted,1,28708996
PBANKA_0711800,disrupted,1,28708996
PBANKA_0711900,disrupted,1,28708996
PBANKA_0712000,disrupted,1,28708996
PBANKA_0712100,disrupted,1,28708996
PBANKA_0712200,disrupted,1,28708996
PBANKA_0712300,disrupted,1,28708996
PBANKA_0712500,disrupted,1,28708996
PBANKA_0712600,disrupted,1,28708996
PBANKA_0712700,disrupted,1,28708996
PBANKA_0712800,disrupted,1,28708996
PBANKA_0713100,disrupted,1,28708996
PBANKA_0713200,disrupted,1,28708996
PBANKA_0713300,disrupted,1,28708996
PBANKA_0713400,disrupted,1,28708996
PBANKA_0713500,disrupted,1,28708996
PBANKA_0713900,disrupted,1,28708996
PBANKA_0714000,disrupted,1,28708996
PBANKA_0714200,disrupted,1,28708996
PBANKA_0714300,disrupted,1,28708996
PBANKA_0714400,disrupted,1,28708996
PBANKA_0714500,disrupted,1,28708996
PBANKA_0714700,disrupted,1,28708996
PBANKA_0714800,disrupted,1,28708996
PBANKA_0714900,disrupted,1,28708996
PBANKA_0715000,disrupted,1,28708996
PBANKA_0715100,disrupted,1,28708996
PBANKA_0715400,disrupted,1,28708996
PBANKA_0715500,disrupted,1,28708996
PBANKA_0715600,disrupted,1,28708996
PBANKA_0716000,disrupted,1,28708996
PBANKA_0716100,disrupted,1,28708996
PBANKA_0716200,disrupted,1,28708996
PBANKA_0716300,disrupted,1,28708996
PBANKA_0716500,disrupted,1,28708996
PBANKA_0716600,disrupted,1,28708996
PBANKA_0716700,disrupted,1,28708996
PBANKA_0717000,disrupted,1,28708996
PBANKA_0717300,disrupted,1,28708996
PBANKA_0717400,disrupted,1,28708996
PBANKA_0717500,disrupted,1,28708996
PBANKA_0717600,disrupted,1,28708996
PBANKA_0717800,disrupted,1,28708996
PBANKA_0717900,disrupted,1,28708996
PBANKA_0718100,disrupted,1,28708996
PBANKA_0718300,disrupted,1,28708996
PBANKA_0718400,disrupted,1,28708996
PBANKA_0718700,disrupted,1,28708996
PBANKA_0719300,disrupted,1,Not published (yet)
PBANKA_0719600,disrupted,1,28708996
PBANKA_0720200,disrupted,1,28708996
PBANKA_0720400,disrupted,1,28708996
PBANKA_0720500,disrupted,1,Not published (yet)
PBANKA_0720600,disrupted,1,28708996
PBANKA_0720700,disrupted,1,28708996
PBANKA_0720800,disrupted,1,28708996
PBANKA_0720900,disrupted,1,28708996
PBANKA_0721000,disrupted,1,28708996
PBANKA_0721500,disrupted,1,28708996
PBANKA_0722000,disrupted,1,28708996
PBANKA_0800100,disrupted,1,28708996
PBANKA_0800300,disrupted,1,28708996
PBANKA_0800400,disrupted,1,28708996
PBANKA_0800500,disrupted,1,28708996
PBANKA_0800600,disrupted,1,28708996
PBANKA_0800700,disrupted,1,28708996
PBANKA_0801100,disrupted,1,28708996
PBANKA_0801300,disrupted,1,28708996
PBANKA_0801600,disrupted,1,28708996
PBANKA_0801800,disrupted,1,28708996
PBANKA_0802200,disrupted,1,28708996
PBANKA_0802300,disrupted,1,28708996
PBANKA_0802500,disrupted,1,28708996
PBANKA_0802600,disrupted,1,28708996
PBANKA_0802700,disrupted,1,28708996
PBANKA_0802800,disrupted,1,28708996
PBANKA_0803000,disrupted,1,28708996
PBANKA_0803100,disrupted,1,28708996
PBANKA_0803200,disrupted,1,28708996
PBANKA_0803600,disrupted,1,28708996
PBANKA_0803700,disrupted,1,28708996
PBANKA_0804000,disrupted,1,28708996
PBANKA_0804300,disrupted,1,28708996
PBANKA_0804500,disrupted,1,28708996
PBANKA_0804800,disrupted,1,28708996
PBANKA_0804900,disrupted,1,28708996
PBANKA_0805000,disrupted,1,28708996
PBANKA_0805100,disrupted,1,28708996
PBANKA_0805200,disrupted,1,28708996
PBANKA_0805500,disrupted,1,28708996
PBANKA_0805600,disrupted,1,28708996
PBANKA_0805700,disrupted,1,28708996
PBANKA_0805900,disrupted,1,28708996
PBANKA_0806000,disrupted,1,28708996
PBANKA_0806100,disrupted,1,28708996
PBANKA_0806200,disrupted,1,28708996
PBANKA_0806300,disrupted,1,28708996
PBANKA_0806400,disrupted,1,28708996
PBANKA_0806500,disrupted,1,28708996
PBANKA_0806600,disrupted,1,28708996
PBANKA_0806700,disrupted,1,28708996
PBANKA_0806900,disrupted,1,28708996
PBANKA_0807000,disrupted,1,28708996
PBANKA_0807100,disrupted,1,28708996
PBANKA_0807200,disrupted,1,28708996
PBANKA_0807300,disrupted,1,28708996
PBANKA_0807500,disrupted,1,28708996
PBANKA_0808000,disrupted,1,28708996
PBANKA_0808100,disrupted,1,28708996
PBANKA_0808200,disrupted,1,28708996
PBANKA_0808300,disrupted,1,28708996
PBANKA_0808700,disrupted,1,28708996
PBANKA_0808800,disrupted,1,28708996
PBANKA_0808900,disrupted,1,28708996
PBANKA_0809000,disrupted,1,28708996
PBANKA_0809100,disrupted,1,28708996
PBANKA_0809200,disrupted,1,28708996
PBANKA_0809300,disrupted,1,28708996
PBANKA_0809400,disrupted,1,28708996
PBANKA_0809500,disrupted,1,28708996
PBANKA_0809600,disrupted,1,28708996
PBANKA_0810600,disrupted,1,28708996
PBANKA_0810700,disrupted,1,28708996
PBANKA_0810900,disrupted,1,28708996
PBANKA_0811100,disrupted,1,28708996
PBANKA_0811200,disrupted,1,28708996
PBANKA_0811300,disrupted,1,28708996
PBANKA_0811400,disrupted,1,28708996
PBANKA_0811700,disrupted,1,28708996
PBANKA_0811800,disrupted,1,28708996
PBANKA_0811900,disrupted,1,28708996
PBANKA_0812000,disrupted,1,28708996
PBANKA_0812100,disrupted,1,28708996
PBANKA_0812300,disrupted,1,28708996
PBANKA_0812400,disrupted,1,28708996
PBANKA_0812800,disrupted,1,28708996
PBANKA_0814000,disrupted,1,28708996
PBANKA_0814100,disrupted,1,28708996
PBANKA_0814200,disrupted,1,28708996
PBANKA_0814700,disrupted,1,28708996
PBANKA_0814900,disrupted,1,28708996
PBANKA_0815100,disrupted,1,28708996
PBANKA_0815300,disrupted,1,28708996
PBANKA_0816000,disrupted,1,28708996
PBANKA_0816100,disrupted,1,28708996
PBANKA_0816200,disrupted,1,28708996
PBANKA_0816800,disrupted,1,28708996
PBANKA_0817000,disrupted,1,28708996
PBANKA_0817300,disrupted,1,28708996
PBANKA_0817600,disrupted,1,28708996
PBANKA_0817800,disrupted,1,28708996
PBANKA_0818000,disrupted,1,28708996
PBANKA_0818400,disrupted,1,28708996
PBANKA_0818500,disrupted,1,28708996
PBANKA_0818600,disrupted,1,28708996
PBANKA_0818700,disrupted,1,28708996
PBANKA_0819000,disrupted,1,28708996
PBANKA_0819100,disrupted,1,28708996
PBANKA_0819200,disrupted,1,28708996
PBANKA_0819400,disrupted,1,28708996
PBANKA_0819500,disrupted,1,28708996
PBANKA_0819700,disrupted,1,28708996
PBANKA_0820000,disrupted,1,28708996
PBANKA_0820100,disrupted,1,28708996
PBANKA_0820200,disrupted,1,28708996
PBANKA_0820300,disrupted,1,28708996
PBANKA_0820400,disrupted,1,28708996
PBANKA_0820900,disrupted,1,28708996
PBANKA_0821000,disrupted,1,28708996
PBANKA_0821100,disrupted,1,28708996
PBANKA_0821300,disrupted,1,28708996
PBANKA_0821600,disrupted,1,28708996
PBANKA_0821700,disrupted,1,28708996
PBANKA_0821800,disrupted,1,28708996
PBANKA_0822200,disrupted,1,28708996
PBANKA_0822300,disrupted,1,28708996
PBANKA_0822500,disrupted,1,28708996
PBANKA_0823000,disrupted,1,28708996
PBANKA_0823200,disrupted,1,28708996
PBANKA_0823400,disrupted,1,28708996
PBANKA_0823500,disrupted,1,28708996
PBANKA_0823600,disrupted,1,28708996
PBANKA_0823800,disrupted,1,28708996
PBANKA_0824000,disrupted,1,28708996
PBANKA_0824100,disrupted,1,28708996
PBANKA_0824200,disrupted,1,28708996
PBANKA_0824300,disrupted,1,28708996
PBANKA_0824400,disrupted,1,28708996
PBANKA_0824500,disrupted,1,28708996
PBANKA_0824600,disrupted,1,28708996
PBANKA_0824900,disrupted,1,28708996
PBANKA_0825200,disrupted,1,28708996
PBANKA_0825300,disrupted,1,28708996
PBANKA_0825400,disrupted,1,28708996
PBANKA_0826200,disrupted,1,28708996
PBANKA_0826300,disrupted,1,28708996
PBANKA_0826400,disrupted,1,28708996
PBANKA_0826500,disrupted,1,28708996
PBANKA_0826900,disrupted,1,28708996
PBANKA_0827000,disrupted,1,28708996
PBANKA_0827100,disrupted,1,28708996
PBANKA_0827400,disrupted,1,28708996
PBANKA_0827500,disrupted,1,28708996
PBANKA_0827800,disrupted,1,28708996
PBANKA_0828000,disrupted,1,28708996
PBANKA_0828200,disrupted,1,28708996
PBANKA_0828500,disrupted,1,28708996
PBANKA_0828600,disrupted,1,28708996
PBANKA_0828700,disrupted,1,28708996
PBANKA_0828800,disrupted,1,28708996
PBANKA_0828900,disrupted,1,28708996
PBANKA_0829100,disrupted,1,28708996
PBANKA_0829200,disrupted,1,28708996
PBANKA_0829300,disrupted,1,28708996
PBANKA_0829400,disrupted,1,28708996
PBANKA_0829600,disrupted,1,28708996
PBANKA_0829700,disrupted,1,28708996
PBANKA_0830200,disrupted,1,Not published (yet)
PBANKA_0830400,disrupted,1,28708996
PBANKA_0830600,disrupted,1,28708996
PBANKA_0831000,disrupted,1,28708996
PBANKA_0831100,disrupted,1,28708996
PBANKA_0831700,disrupted,1,28708996
PBANKA_0831800,disrupted,1,28708996
PBANKA_0831900,disrupted,1,28708996
PBANKA_0832000,disrupted,1,28708996
PBANKA_0832100,disrupted,1,28708996
PBANKA_0832400,disrupted,1,28708996
PBANKA_0832500,disrupted,1,28708996
PBANKA_0832600,disrupted,1,28708996
PBANKA_0832800,disrupted,1,28708996
PBANKA_0832900,disrupted,1,28708996
PBANKA_0833000,disrupted,1,28708996
PBANKA_0833100,disrupted,1,28708996
PBANKA_0833300,disrupted,1,28708996
PBANKA_0834100,disrupted,1,28708996
PBANKA_0834400,disrupted,1,28708996
PBANKA_0834600,disrupted,1,28708996
PBANKA_0834900,disrupted,1,28708996
PBANKA_0835100,disrupted,1,28708996
PBANKA_0835200,disrupted,1,28708996
PBANKA_0835300,disrupted,1,28708996
PBANKA_0835500,disrupted,1,28708996
PBANKA_0835600,disrupted,1,28708996
PBANKA_0835700,disrupted,1,28708996
PBANKA_0836000,disrupted,1,28708996
PBANKA_0836100,disrupted,1,28708996
PBANKA_0836300,disrupted,1,28708996
PBANKA_0836600,disrupted,1,28708996
PBANKA_0836800,disrupted,1,28708996
PBANKA_0901100,disrupted,1,28708996
PBANKA_0901200,disrupted,1,Not published (yet)
PBANKA_0901400,disrupted,1,28708996
PBANKA_0901500,disrupted,1,28708996
PBANKA_0901600,disrupted,1,28708996
PBANKA_0901700,disrupted,1,28708996
PBANKA_0901800,disrupted,1,28708996
PBANKA_0902000,disrupted,1,28708996
PBANKA_0902100,disrupted,1,28708996
PBANKA_0902300,disrupted,1,28708996
PBANKA_0902400,disrupted,1,28708996
PBANKA_0902500,disrupted,1,28708996
PBANKA_0902600,disrupted,1,28708996
PBANKA_0903700,disrupted,1,28708996
PBANKA_0903800,disrupted,1,28708996
PBANKA_0903900,disrupted,1,28708996
PBANKA_0904000,disrupted,1,28708996
PBANKA_0904100,disrupted,1,28708996
PBANKA_0904200,disrupted,1,28708996
PBANKA_0904300,disrupted,1,28708996
PBANKA_0904400,disrupted,1,28708996
PBANKA_0904500,disrupted,1,28708996
PBANKA_0904600,disrupted,1,28708996
PBANKA_0905000,disrupted,1,28708996
PBANKA_0905100,disrupted,1,28708996
PBANKA_0905200,disrupted,1,28708996
PBANKA_0905300,disrupted,1,28708996
PBANKA_0905900,disrupted,1,28708996
PBANKA_0906000,disrupted,1,28708996
PBANKA_0906100,disrupted,1,28708996
PBANKA_0906200,disrupted,1,28708996
PBANKA_0906300,disrupted,1,28708996
PBANKA_0906400,disrupted,1,28708996
PBANKA_0906600,disrupted,1,28708996
PBANKA_0906900,disrupted,1,28708996
PBANKA_0907100,disrupted,1,28708996
PBANKA_0907600,disrupted,1,28708996
PBANKA_0907800,disrupted,1,28708996
PBANKA_0908200,disrupted,1,28708996
PBANKA_0908400,disrupted,1,28708996
PBANKA_0908500,disrupted,1,28708996
PBANKA_0908600,disrupted,1,28708996
PBANKA_0908700,disrupted,1,28708996
PBANKA_0908800,disrupted,1,28708996
PBANKA_0909200,disrupted,1,28708996
PBANKA_0909300,disrupted,1,28708996
PBANKA_0909400,disrupted,1,28708996
PBANKA_0909500,disrupted,1,28708996
PBANKA_0909600,disrupted,1,28708996
PBANKA_0909700,disrupted,1,28708996
PBANKA_0909800,disrupted,1,28708996
PBANKA_0910100,disrupted,1,28708996
PBANKA_0910200,disrupted,1,28708996
PBANKA_0910300,disrupted,1,28708996
PBANKA_0911000,disrupted,1,28708996
PBANKA_0911200,disrupted,1,28708996
PBANKA_0911300,disrupted,1,28708996
PBANKA_0911400,disrupted,1,28708996
PBANKA_0911500,disrupted,1,28708996
PBANKA_0911600,disrupted,1,28708996
PBANKA_0911700,disrupted,1,28708996
PBANKA_0911800,disrupted,1,28708996
PBANKA_0911900,disrupted,1,28708996
PBANKA_0912100,disrupted,1,28708996
PBANKA_0912200,disrupted,1,28708996
PBANKA_0912300,disrupted,1,28708996
PBANKA_0912400,disrupted,1,28708996
PBANKA_0912500,disrupted,1,28708996
PBANKA_0912600,disrupted,1,28708996
PBANKA_0912700,disrupted,1,28708996
PBANKA_0912800,disrupted,1,28708996
PBANKA_0913000,disrupted,1,28708996
PBANKA_0913200,disrupted,1,28708996
PBANKA_0913600,disrupted,1,28708996
PBANKA_0913700,disrupted,1,28708996
PBANKA_0913800,disrupted,1,28708996
PBANKA_0914000,disrupted,1,28708996
PBANKA_0914100,disrupted,1,28708996
PBANKA_0914600,disrupted,1,28708996
PBANKA_0914800,disrupted,1,28708996
PBANKA_0914900,disrupted,1,28708996
PBANKA_0915100,disrupted,1,28708996
PBANKA_0915300,disrupted,1,28708996
PBANKA_0916000,disrupted,1,28708996
PBANKA_0916400,disrupted,1,28708996
PBANKA_0916500,disrupted,1,28708996
PBANKA_0916600,disrupted,1,28708996
PBANKA_0916700,disrupted,1,28708996
PBANKA_0916900,disrupted,1,28708996
PBANKA_0917100,disrupted,1,28708996
PBANKA_0917800,disrupted,1,28708996
PBANKA_0917900,disrupted,1,28708996
PBANKA_0918200,disrupted,1,28708996
PBANKA_0918600,disrupted,1,28708996
PBANKA_0918700,disrupted,1,28708996
PBANKA_0918800,disrupted,1,28708996
PBANKA_0918900,disrupted,1,28708996
PBANKA_0919100,disrupted,1,28708996
PBANKA_0919400,disrupted,1,28708996
PBANKA_0919500,disrupted,1,28708996
PBANKA_0919700,disrupted,1,28708996
PBANKA_0919800,disrupted,1,28708996
PBANKA_0919900,disrupted,1,28708996
PBANKA_0920100,disrupted,1,28708996
PBANKA_0920400,disrupted,1,28708996
PBANKA_0920900,disrupted,1,28708996
PBANKA_0921000,disrupted,1,28708996
PBANKA_0921100,disrupted,1,28708996
PBANKA_0921400,disrupted,1,28708996
PBANKA_0921500,disrupted,1,28708996
PBANKA_0921600,disrupted,1,28708996
PBANKA_0921700,disrupted,1,28708996
PBANKA_0921800,disrupted,1,28708996
PBANKA_0922300,disrupted,1,28708996
PBANKA_0922500,disrupted,1,28708996
PBANKA_0922800,disrupted,1,28708996
PBANKA_0922900,disrupted,1,28708996
PBANKA_0923600,disrupted,1,28708996
PBANKA_0923700,disrupted,1,28708996
PBANKA_0924500,disrupted,1,28708996
PBANKA_0924700,disrupted,1,28708996
PBANKA_0924900,disrupted,1,28708996
PBANKA_0925000,disrupted,1,28708996
PBANKA_0925100,disrupted,1,28708996
PBANKA_0925200,disrupted,1,28708996
PBANKA_0925400,disrupted,1,28708996
PBANKA_0925500,disrupted,1,28708996
PBANKA_0925600,disrupted,1,28708996
PBANKA_0926000,disrupted,1,28708996
PBANKA_0926600,disrupted,1,28708996
PBANKA_0927000,disrupted,1,28708996
PBANKA_0927100,disrupted,1,28708996
PBANKA_0927300,disrupted,1,28708996
PBANKA_0927700,disrupted,1,28708996
PBANKA_0927800,disrupted,1,28708996
PBANKA_0928100,disrupted,1,28708996
PBANKA_0928200,disrupted,1,28708996
PBANKA_0928400,disrupted,1,28708996
PBANKA_0928600,disrupted,1,28708996
PBANKA_0928700,disrupted,1,28708996
PBANKA_0928800,disrupted,1,28708996
PBANKA_0928900,disrupted,1,28708996
PBANKA_0929000,disrupted,1,28708996
PBANKA_0929100,disrupted,1,28708996
PBANKA_0929300,disrupted,1,28708996
PBANKA_0929400,disrupted,1,28708996
PBANKA_0929500,disrupted,1,28708996
PBANKA_0929600,disrupted,1,28708996
PBANKA_0929700,disrupted,1,28708996
PBANKA_0929800,disrupted,1,28708996
PBANKA_0930000,disrupted,1,28708996
PBANKA_0930100,disrupted,1,28708996
PBANKA_0930200,disrupted,1,28708996
PBANKA_0930300,disrupted,1,28708996
PBANKA_0930400,disrupted,1,28708996
PBANKA_0930800,disrupted,1,28708996
PBANKA_0930900,disrupted,1,28708996
PBANKA_0931000,disrupted,1,28708996
PBANKA_0931200,disrupted,1,28708996
PBANKA_0931300,disrupted,1,28708996
PBANKA_0931400,disrupted,1,28708996
PBANKA_0931500,disrupted,1,28708996
PBANKA_0931600,disrupted,1,28708996
PBANKA_0931900,disrupted,1,28708996
PBANKA_0932000,disrupted,1,28708996
PBANKA_0932100,disrupted,1,28708996
PBANKA_0932300,disrupted,1,28708996
PBANKA_0932500,disrupted,1,28708996
PBANKA_0932600,disrupted,1,28708996
PBANKA_0932800,disrupted,1,28708996
PBANKA_0932900,disrupted,1,28708996
PBANKA_0933000,disrupted,1,28708996
PBANKA_0933300,disrupted,1,28708996
PBANKA_0933500,disrupted,1,28708996
PBANKA_0933600,disrupted,1,28708996
PBANKA_0933700,disrupted,1,28708996
PBANKA_0933800,disrupted,1,28708996
PBANKA_0933900,disrupted,1,28708996
PBANKA_0934000,disrupted,1,28708996
PBANKA_0934300,disrupted,1,28708996
PBANKA_0934500,disrupted,1,Not published (yet)
PBANKA_0934700,disrupted,1,28708996
PBANKA_0935300,disrupted,1,28708996
PBANKA_0935400,disrupted,1,28708996
PBANKA_0935500,disrupted,1,28708996
PBANKA_0936400,disrupted,1,28708996
PBANKA_0936500,disrupted,1,28708996
PBANKA_0936600,disrupted,1,28708996
PBANKA_0936900,disrupted,1,28708996
PBANKA_0937000,disrupted,1,28708996
PBANKA_0937100,disrupted,1,28708996
PBANKA_0937200,disrupted,1,28708996
PBANKA_0937400,disrupted,1,28708996
PBANKA_0937500,disrupted,1,28708996
PBANKA_0937800,disrupted,1,28708996
PBANKA_0938100,disrupted,1,28708996
PBANKA_0938300,disrupted,1,28708996
PBANKA_0938500,disrupted,1,28708996
PBANKA_0938600,disrupted,1,28708996
PBANKA_0938900,disrupted,1,28708996
PBANKA_0939100,disrupted,1,28708996
PBANKA_0939600,disrupted,1,28708996
PBANKA_0939800,disrupted,1,28708996
PBANKA_0939900,disrupted,1,28708996
PBANKA_0940100,disrupted,1,28708996
PBANKA_0940200,disrupted,1,28708996
PBANKA_0940800,disrupted,1,28708996
